Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
233	0.59152	0.49155274	1.0	0.0	1.0	0.5816733	0.905051	1.9931744	-0.0025408715	5850000	-0.09022579	5.6382017e-08	1.9147992e-06	-1.2298486e-08	3.2825963	2.9378624	0.52108	0.0	101766.69023442268
234	0.60676	0.4884693	1.0	0.0	1.0	0.5939884	0.9104462	1.9934571	-0.0022727307	5875000	-0.088443264	5.124937e-08	-5.327165e-06	-1.100716e-08	3.172812	2.8352087	0.50524	0.0	102032.8047568798
235	0.58576	0.49259034	1.0	0.0	1.0	0.57727236	0.90298754	1.9926548	-0.002643047	5900000	-0.090650566	4.9904283e-08	-5.5879354e-07	4.9859267e-05	3.3500993	3.0005076	0.52936	0.0	102298.34300708771
236	0.59496	0.4908998	1.0	0.0	1.0	0.5874797	0.9088661	2.0017056	-0.002645053	5925000	-0.08898028	5.050384e-05	-8.34465e-07	-5.0464754e-05	3.273513	2.9322903	0.51928	0.0	102564.41011786461
237	0.5808	0.49342817	1.0	0.0	1.0	0.56932086	0.89933234	1.9927464	-0.0037305038	5950000	-0.09252211	5.1571504e-08	-1.2241304e-05	3.1623236e-05	3.3704338	3.0263813	0.53768	0.0	102830.01095581055
238	0.59128	0.49159735	1.0	0.0	1.0	0.58254486	0.9064878	2.00119	-0.005182525	5975000	-0.08995724	3.1526324e-05	-2.323836e-05	-3.1486765e-05	3.2838113	2.9449935	0.52368	0.0	103095.67985510826
239	0.60528	0.48879045	1.0	0.0	1.0	0.5940224	0.9104416	1.9924306	-0.002691647	6000000	-0.086818494	4.366273e-08	-0.00010088086	5.954346e-06	3.1888375	2.8631594	0.50524	0.0	103360.90592908859
240	0.5796	0.49362314	1.0	0.0	1.0	0.5712453	0.90045065	1.9954507	-0.001995461	6025000	-0.08947057	5.7614307e-06	-3.170967e-05	-5.724503e-06	3.3832862	3.0456693	0.53172	0.0	103655.58190488815
241	0.59872	0.49015746	1.0	0.0	1.0	0.5862177	0.90700567	1.992555	-0.002806319	6050000	-0.09202674	4.105632e-08	-1.8902123e-05	-4.0750834e-09	3.2604563	2.9264197	0.52136	0.0	103922.16709947586
242	0.59796	0.4903099	1.0	0.0	1.0	0.58497834	0.90628904	1.9929705	-0.0016760807	6075000	-0.089185745	4.213547e-08	-1.8924475e-05	-2.9002543e-09	3.2694006	2.940225	0.51804	0.0	104188.54577374458
243	0.60296	0.4892844	1.0	0.0	1.0	0.5894479	0.90847373	1.9934747	-0.0027128924	6100000	-0.08897211	4.9954696e-08	-1.2949109e-05	-1.5665847e-08	3.2343438	2.9008782	0.50832	0.0	104473.07215285301
244	0.56576	0.49565673	1.0	0.0	1.0	0.5566081	0.89304405	1.9924201	-0.002933422	6125000	-0.0920218	4.3226507e-08	-2.848357e-05	-7.618141e-09	3.5257175	3.171163	0.55284	0.0	104739.05791568756
245	0.58844	0.4921162	1.0	0.0	1.0	0.57486826	0.9019283	1.991935	-0.0028403886	6150000	-0.08747502	3.930632e-08	-0.00031933188	-3.049756e-10	3.3528454	3.0144875	0.5268	0.0	105121.8094034195
246	0.60184	0.48951876	1.0	0.0	1.0	0.5892739	0.90841424	1.9928066	-0.0021548942	6175000	-0.09015362	4.7187296e-08	-2.9928982e-05	-1.0945971e-08	3.266652	2.9462807	0.51028	0.0	105726.06946849823
247	0.59712	0.49047703	1.0	0.0	1.0	0.5830116	0.9054742	1.9939129	-0.0020514913	6200000	-0.09109672	4.500161e-08	-5.8934093e-06	3.4953446e-05	3.3230422	2.9948006	0.51988	0.0	106423.19970273972
248	0.58	0.4935585	1.0	0.0	1.0	0.57290566	0.9015744	1.9991875	-0.0019922275	6225000	-0.091980085	3.4252058e-05	3.46452e-06	-3.4217872e-05	3.4723594	3.1222975	0.54152	0.0	106912.32760715485
249	0.58716	0.4923445	1.0	0.0	1.0	0.57452273	0.9017053	1.9927571	-0.0024114903	6250000	-0.09046217	4.045436e-08	-3.285706e-06	1.2742533e-05	3.414702	3.0610197	0.5266	0.0	107528.24468708038
250	0.58944	0.49193546	1.0	0.0	1.0	0.57682776	0.90309036	1.9968287	-0.0020578597	6275000	-0.088385954	1.2712078e-05	-1.527369e-05	-1.2675773e-05	3.4097934	3.07001	0.52392	0.0	108148.54666757584
251	0.57016	0.49505308	1.0	0.0	1.0	0.55927503	0.89446217	1.9932371	-0.003434047	6300000	-0.09333472	4.7313375e-08	-2.4691224e-05	-1.3833919e-08	3.577574	3.2221632	0.55516	0.0	109027.44834041595
252	0.61168	0.487368	1.0	0.0	1.0	0.599058	0.91284275	1.9924023	-0.0037082937	6325000	-0.08907708	3.452531e-08	5.4240227e-06	6.960387e-08	3.2423	2.9154296	0.4984	0.0	110042.28871321678
253	0.59512	0.4908688	1.0	0.0	1.0	0.583882	0.9055643	1.9937918	-0.0019940846	6350000	-0.090323634	1.2136333e-07	-1.706183e-06	-6.111181e-08	3.3784022	3.036285	0.51952	0.0	110588.96454572678
254	0.60352	0.48916626	1.0	0.0	1.0	0.5892371	0.9080851	1.993056	-0.0023693405	6375000	-0.091525085	7.098763e-08	-3.0621886e-06	-1.8327814e-08	3.3186703	2.97065	0.51504	0.0	111210.52926206589
255	0.60648	0.4885305	1.0	0.0	1.0	0.59561425	0.91108096	1.9924787	-0.0026010368	6400000	-0.090990566	5.965956e-08	-4.7162175e-06	-1.3723291e-08	3.2964818	2.9592774	0.50996	0.0	111847.16310429573
256	0.5736	0.49455342	1.0	0.0	1.0	0.5623633	0.89563096	1.9928039	-0.0033368059	6425000	-0.03127126	6.180711e-08	-0.0001254864	-1.4123909e-08	3.5752568	3.2240343	0.5414	0.0	112330.0048213005
257	0.57488	0.4943612	1.0	0.0	1.0	0.56661236	0.8977495	1.9941257	-0.0026107747	6450000	-0.09099597	5.5728805e-08	5.1409006e-06	-1.078665e-08	3.5596182	3.184209	0.54264	0.0	112575.8311252594
258	0.58876	0.49205863	1.0	0.0	1.0	0.5766061	0.9025334	1.9925462	-0.003054319	6475000	-0.09187457	4.8572744e-08	3.5613775e-06	-8.322967e-09	3.4746075	3.1214538	0.52996	0.0	112825.96646404266
259	0.6086	0.48806354	1.0	0.0	1.0	0.59440374	0.9107086	1.9926183	-0.0023480188	6500000	-0.09018396	4.5821558e-08	2.4959445e-06	-8.164179e-09	3.3044724	2.953803	0.50512	0.0	113079.68301582336
260	0.60016	0.48986527	1.0	0.0	1.0	0.5876104	0.9075681	1.9924355	-0.002207715	6525000	-0.090626076	4.4667857e-08	-1.0572374e-05	-8.648282e-09	3.3891594	3.0350993	0.51608	0.0	113367.53508019447
261	0.6012	0.48965144	1.0	0.0	1.0	0.58878136	0.9080344	1.9921818	-0.002976479	6550000	-0.0904792	4.2975152e-08	-3.1590462e-06	2.8378665e-08	3.3752782	3.0140738	0.51396	0.0	119123.54860830307
262	0.58664	0.4924363	1.0	0.0	1.0	0.574588	0.90154546	1.9935019	-0.0034498181	6575000	-0.09018105	7.5339294e-08	-2.95043e-06	-4.045326e-08	3.4731882	3.1120622	0.52592	0.0	119363.49915742874
263	0.6002	0.4898571	1.0	0.0	1.0	0.5835342	0.90572906	1.9923192	-0.0022944883	6600000	-0.091098525	3.9856918e-08	-7.7188015e-06	1.8725043e-08	3.3836033	3.02151	0.51768	0.0	119603.50150203705
264	0.5898	0.4918699	1.0	0.0	1.0	0.5781273	0.9032366	1.9924852	-0.0024462994	6625000	-0.09123961	6.595087e-08	-1.1458993e-05	-3.0614867e-08	3.480514	3.1278872	0.52444	0.0	119841.43842148781
265	0.59904	0.49009293	1.0	0.0	1.0	0.5843707	0.906113	1.9922594	-0.0022985525	6650000	-0.0898253	4.1054694e-08	-8.396804e-06	-7.648229e-09	3.4039848	3.0507832	0.51144	0.0	122676.95617675781
266	0.59892	0.49011713	1.0	0.0	1.0	0.588315	0.90781593	1.9920242	-0.0024406128	6675000	-0.08132727	3.8685886e-08	-2.630055e-06	-6.4421144e-09	3.4030788	3.0451093	0.5104	0.0	122916.69921565056
267	0.59448	0.49099243	1.0	0.0	1.0	0.5844982	0.9061836	1.9924444	-0.0025626086	6700000	-0.090658866	3.7901387e-08	-1.1503696e-05	2.1312648e-08	3.458282	3.0930288	0.52144	0.0	123156.50415468216
268	0.60336	0.4892001	1.0	0.0	1.0	0.59500295	0.9109599	1.9929885	-0.0022016633	6725000	-0.08832082	6.4126596e-08	-1.4029443e-05	-3.134345e-08	3.3729424	3.026818	0.5046	0.0	123396.55938792229
